line_id,segment_id,task_id,instruction,trajectory,target,label,start,end,scene_tags
57,5,2,Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the cabinet,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the cabinet,towel bar,turn_left,39,41,pillar|hardwood|living room|room|sculpture
57,6,2,Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the cabinet,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the cabinet,towel bar,move_forward,42,56,doorway|hardwood|lead to|hallway|room
57,7,2,Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the cabinet,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the cabinet,towel bar,make a left turn,57,63,doorway|hardwood|room|door|lead to
57,8,2,Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the cabinet,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the cabinet,towel bar,move_forward,64,77,balustrade|lead|stair|stairwell|lead to
57,9,2,Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the cabinet,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the cabinet,towel bar,turn_right,78,80,balustrade|lead|lead to|rail|stair
57,10,2,Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the cabinet,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the cabinet,towel bar,move_forward,81,82,balustrade|lead|lead to|picture frame|rail
57,11,2,Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the cabinet,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the cabinet,towel bar,turn_right,83,85,lead to|picture frame|balustrade|lead|stair
57,12,2,Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the cabinet,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the cabinet,towel bar,move_forward,86,97,doorway|room|hardwood|lead to|hallway
58,0,2,Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,pot,move_forward,2,4,bedroom|corridor|doorway|lead to|hallway
58,1,2,Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,pot,turn_right,5,7,balustrade|carpet|lead|lead to|room
58,2,2,Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,pot,move_forward,8,15,balustrade|lead to|rail|room|stair
58,3,2,Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,pot,make a left turn,16,23,room|carpet|lead to|stair|stairwell
58,4,2,Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,pot,move_forward,24,31,appliance|cabinet|exhaust hood|kitchen|home appliance
58,5,2,Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,pot,turn_left,32,35,appliance|cabinet|counter top|dish washer|exhaust hood
58,6,2,Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,pot,move_forward,36,38,appliance|cabinet|counter top|exhaust hood|home appliance
59,0,2,Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,drawer,move_forward,45,58,balustrade|lead to|stair|lead|stairwell
59,1,2,Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,drawer,make a right turn,59,67,balustrade|lead|lead to|stair|stairwell
59,2,2,Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,drawer,move_forward,68,72,balustrade|lead|lead to|stair|door
59,3,2,Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,drawer,make a right turn,73,79,carpet|doorway|lead to|hallway|room
59,4,2,Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,drawer,move_forward,80,90,room|bedroom|lead to|carpet|doorway
59,5,2,Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the pot; kemudian move ke bedroom and retrieve the drawer,drawer,turn_left,91,93,bed|bedroom|lamp|carpet|dresser
60,0,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the decorative plant,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the decorative plant,towel,move_forward,7,12,hardwood|room|window|curtain|living room
60,1,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the decorative plant,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the decorative plant,towel,turn_left,13,16,doorway|room|hallway|picture frame|wall lamp
60,2,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the decorative plant,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the decorative plant,towel,move_forward,17,20,bathroom|bathroom accessory|cabinet|room|wall lamp
61,0,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,towel,move_forward,11,31,room|lead to|doorway|bedroom|bed
61,1,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,towel,turn_left,32,34,bedroom|closet|door|doorway|lead to
61,2,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,towel,move_forward,35,44,lamp|doorway|room|wall lamp|bedroom
61,3,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,towel,turn_right,45,47,bathroom|doorway|wall lamp|sink|lamp
61,4,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,towel,move_forward,48,58,bathroom|bathroom accessory|wall lamp|shower|tile wall
62,0,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,book,move_forward,73,88,doorway|room|lead to|bedroom|door
62,1,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,book,turn_left,89,91,couch|doorway|family room|furniture|home
62,2,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,book,move_forward,92,121,room|home|living room|family room|lead to
62,3,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,book,turn_right,122,124,bedroom|doorway|lead to|room|chair
62,4,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,book,move_forward,125,136,bed|bedroom|room|carpet|dresser
63,0,2,Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the picture,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the picture,towel bar,move_forward,3,27,appliance|home appliance|kitchen|cabinet|exhaust hood
63,1,2,Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the picture,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the picture,towel bar,turn_right,28,31,appliance|bureau|cabinet|closet|counter top
63,2,2,Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the picture,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the picture,towel bar,move_forward,32,46,doorway|hallway|room|home|lead to
63,3,2,Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the picture,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the picture,towel bar,turn_left,47,49,door|doorway|lead to|hallway|room
63,4,2,Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the picture,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the picture,towel bar,move_forward,50,52,bathroom|bathroom accessory|doorway|shower|sink
64,0,2,Pergi ke bedroom dan pick up the painting; kemudian move ke living room and place it neatly on the armchair,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the painting; kemudian move ke living room and place it neatly on the armchair,painting,move_forward,3,22,room|canopy|pillar|deck|slide
64,1,2,Pergi ke bedroom dan pick up the painting; kemudian move ke living room and place it neatly on the armchair,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the painting; kemudian move ke living room and place it neatly on the armchair,painting,turn_right,23,26,bedroom|room|beam|building|damage
64,2,2,Pergi ke bedroom dan pick up the painting; kemudian move ke living room and place it neatly on the armchair,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the painting; kemudian move ke living room and place it neatly on the armchair,painting,move_forward,27,27,bed|bedroom|man|pillow|room
64,3,2,Pergi ke bedroom dan pick up the painting; kemudian move ke living room and place it neatly on the armchair,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the painting; kemudian move ke living room and place it neatly on the armchair,painting,turn_left,28,30,bed|bedroom|chair|pillow|room
64,4,2,Pergi ke bedroom dan pick up the painting; kemudian move ke living room and place it neatly on the armchair,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the painting; kemudian move ke living room and place it neatly on the armchair,painting,move_forward,31,73,room|curtain|slide|bedroom|hallway
64,5,2,Pergi ke bedroom dan pick up the painting; kemudian move ke living room and place it neatly on the armchair,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the painting; kemudian move ke living room and place it neatly on the armchair,painting,turn_left,74,77,corridor|curtain|elevator|hallway|room
64,6,2,Pergi ke bedroom dan pick up the painting; kemudian move ke living room and place it neatly on the armchair,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the painting; kemudian move ke living room and place it neatly on the armchair,painting,move_forward,78,162,room|hallway|corridor|modern|building
65,0,2,Pergi ke bedroom dan pick up the painting; kemudian move ke living room and place it neatly on the armchair,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the painting; kemudian move ke living room and place it neatly on the armchair,armchair,move_forward,168,215,room|living room|pillar|furniture|chair
66,0,2,Pergi ke bedroom dan pick up the lamp; kemudian move ke living room and retrieve the plant,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the lamp; kemudian move ke living room and retrieve the plant,lamp,move_forward,3,48,room|white|apartment|hardwood|hallway
66,1,2,Pergi ke bedroom dan pick up the lamp; kemudian move ke living room and retrieve the plant,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the lamp; kemudian move ke living room and retrieve the plant,lamp,turn_right,49,51,bedroom|doorway|hardwood|lead to|hallway
66,2,2,Pergi ke bedroom dan pick up the lamp; kemudian move ke living room and retrieve the plant,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the lamp; kemudian move ke living room and retrieve the plant,lamp,move_forward,52,56,bedroom|doorway|mirror|room|black
67,0,2,Pergi ke bedroom dan pick up the lamp; kemudian move ke living room and retrieve the plant,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the lamp; kemudian move ke living room and retrieve the plant,plant,move_forward,70,74,apartment|pillar|hardwood|living room|room
67,1,2,Pergi ke bedroom dan pick up the lamp; kemudian move ke living room and retrieve the plant,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the lamp; kemudian move ke living room and retrieve the plant,plant,turn_left,75,78,apartment|chair|table|dining room|dinning table
68,0,2,Pergi ke kitchen dan pick up the bowl of fruit; kemudian move ke bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the bowl of fruit; kemudian move ke bedroom and retrieve the lamp,bowl of fruit,move_forward,2,6,corridor|hallway|room|doorway|hall
68,1,2,Pergi ke kitchen dan pick up the bowl of fruit; kemudian move ke bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the bowl of fruit; kemudian move ke bedroom and retrieve the lamp,bowl of fruit,turn_right,7,9,corridor|hall|hallway|art|pillar
68,2,2,Pergi ke kitchen dan pick up the bowl of fruit; kemudian move ke bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the bowl of fruit; kemudian move ke bedroom and retrieve the lamp,bowl of fruit,move_forward,10,41,pillar|room|hallway|beam|living room
69,0,2,Pergi ke kitchen dan pick up the bowl of fruit; kemudian move ke bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the bowl of fruit; kemudian move ke bedroom and retrieve the lamp,lamp,move_forward,44,49,pillar|doorway|hall|hallway|room
70,0,2,Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,doormat,move_forward,4,10,bed|bedroom|pillow|room|wallpaper
70,1,2,Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,doormat,turn_left,11,13,bedroom|wall|doorway|room|wallpaper
70,2,2,Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,doormat,move_forward,14,34,room|doorway|lead to|bedroom|wallpaper
70,3,2,Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,doormat,turn_right,35,38,room|window|window sill|beam|bathroom
70,4,2,Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,doormat,move_forward,39,50,room|bathroom|lead to|balustrade|stairwell
71,0,2,Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,tv,move_forward,54,59,doorway|lead to|hallway|room|bedroom
71,1,2,Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,tv,turn_left,60,63,living room|radiator|room|bedroom|doorway
71,2,2,Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,tv,move_forward,64,76,furniture|living room|room|armchair|chair
71,3,2,Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,tv,turn_right,77,80,curtain|living room|room|window|beam
71,4,2,Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,tv,move_forward,81,86,fireplace|living room|room|curtain|picture frame
72,0,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the lamp,towel,move_forward,6,10,bedroom|carpet|curtain|room|bed
72,1,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the lamp,towel,turn_left,11,13,bedroom|carpet|closet|curtain|hardwood
72,2,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the lamp,towel,move_forward,14,46,room|lead to|doorway|hallway|door
72,3,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the lamp,towel,make a left turn,47,52,doorway|room|corridor|lead to|hallway
72,4,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the lamp,towel,move_forward,53,54,bathroom|bathroom accessory|restroom|sink|tile
73,0,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the lamp,lamp,move_forward,66,79,doorway|lead to|room|hallway|white
73,1,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the lamp,lamp,turn_right,80,83,bedroom|doorway|hardwood|room|carpet
73,2,2,Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the lamp,lamp,move_forward,84,89,bed|bedcover|bedroom|blanket|carpet
74,0,2,Pergi ke rec room dan pick up the fire extinguisher; kemudian move ke living room and retrieve the cup,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the fire extinguisher; kemudian move ke living room and retrieve the cup,fire extinguisher,move_forward,17,49,carpet|chair|room|armchair|pillar
74,1,2,Pergi ke rec room dan pick up the fire extinguisher; kemudian move ke living room and retrieve the cup,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the fire extinguisher; kemudian move ke living room and retrieve the cup,fire extinguisher,turn_left,50,53,armchair|carpet|chair|curtain|table
74,2,2,Pergi ke rec room dan pick up the fire extinguisher; kemudian move ke living room and retrieve the cup,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the fire extinguisher; kemudian move ke living room and retrieve the cup,fire extinguisher,move_forward,54,64,carpet|chair|room|pillar|table
74,3,2,Pergi ke rec room dan pick up the fire extinguisher; kemudian move ke living room and retrieve the cup,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the fire extinguisher; kemudian move ke living room and retrieve the cup,fire extinguisher,turn_left,65,68,beam|billiard table|carpet|pillar|room
74,4,2,Pergi ke rec room dan pick up the fire extinguisher; kemudian move ke living room and retrieve the cup,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the fire extinguisher; kemudian move ke living room and retrieve the cup,fire extinguisher,move_forward,69,75,beam|billiard table|carpet|pillar|room
74,5,2,Pergi ke rec room dan pick up the fire extinguisher; kemudian move ke living room and retrieve the cup,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the fire extinguisher; kemudian move ke living room and retrieve the cup,fire extinguisher,turn_left,76,79,beam|billiard table|carpet|pool|room
74,6,2,Pergi ke rec room dan pick up the fire extinguisher; kemudian move ke living room and retrieve the cup,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the fire extinguisher; kemudian move ke living room and retrieve the cup,fire extinguisher,move_forward,80,84,carpet|room|beam|billiard table|pillar
75,0,2,Pergi ke rec room dan pick up the fire extinguisher; kemudian move ke living room and retrieve the cup,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the fire extinguisher; kemudian move ke living room and retrieve the cup,cup,move_forward,105,148,carpet|chair|room|beam|dinning table
76,0,2,Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,bottle,move_forward,5,13,armchair|beam|brown|couch|living room
76,1,2,Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,bottle,turn_left,14,16,armchair|beam|brown|couch|living room
76,2,2,Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,bottle,move_forward,17,24,beam|furniture|pillow|room|cabinet
76,3,2,Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,bottle,turn_right,25,28,armoire|cabinet|closet|room|drawer
76,4,2,Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,bottle,move_forward,29,33,doorway|room|hallway|pillow|radiator
76,5,2,Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,bottle,turn_right,34,37,corridor|doorway|lead to|hallway|room
76,6,2,Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,bottle,move_forward,38,53,balustrade|lead|stair|stairwell|lead to
76,7,2,Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,bottle,make a left turn,54,60,room|beam|bed|bedroom|dresser
76,8,2,Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,bottle,move_forward,61,62,beam|bed|bedroom|room|pillow
76,9,2,Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,bottle,turn_left,63,65,beam|bed|bedroom|room|television
76,10,2,Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,bottle,move_forward,66,70,beam|bedroom|room|bed|doorway
76,11,2,Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,bottle,turn_right,71,73,beam|bedroom|carpet|hardwood|room
76,12,2,Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,bottle,move_forward,74,79,bed|bedroom|room|window|bedcover
