task_id,trajectory,instruction,n_targets,n_trails,n_segments,min_start,max_end,horizon_steps
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil folder dari office, kemudian move ke bedroom and set it on the dresser; selanjutnya, go to bathroom and retrieve the toilet paper","Ambil folder dari office, kemudian move ke bedroom and set it on the dresser; selanjutnya, go to bathroom and retrieve the toilet paper",3,3,25,3,239,237
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil book dari living room, kemudian move ke bedroom dan set it on the bedside lamp; selanjutnya, go to bathroom and retrieve the toilet paper dispenser","Ambil book dari living room, kemudian move ke bedroom dan set it on the bedside lamp; selanjutnya, go to bathroom and retrieve the toilet paper dispenser",3,3,24,3,335,333
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke kitchen dan set it on the bowl of fruit; selanjutnya, go to bathroom and retrieve the toilet paper dispenser","Ambil picture dari bedroom, kemudian move ke kitchen dan set it on the bowl of fruit; selanjutnya, go to bathroom and retrieve the toilet paper dispenser",3,3,24,5,258,254
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil book dari living room, kemudian move ke bedroom dan set it on the bedside lamp; selanjutnya, go to bathroom and retrieve the toilet brush","Ambil book dari living room, kemudian move ke bedroom dan set it on the bedside lamp; selanjutnya, go to bathroom and retrieve the toilet brush",3,3,24,3,337,335
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil bookstand dari living room, kemudian move ke bedroom dan set it on the chest of drawers; selanjutnya, go to bathroom and retrieve the toilet paper dispenser","Ambil bookstand dari living room, kemudian move ke bedroom dan set it on the chest of drawers; selanjutnya, go to bathroom and retrieve the toilet paper dispenser",3,3,24,3,339,337
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil book dari bedroom, kemudian move ke office and place it on the chair; selanjutnya, go to bathroom and retrieve the bottle of detergent","Ambil book dari bedroom, kemudian move ke office and place it on the chair; selanjutnya, go to bathroom and retrieve the bottle of detergent",3,3,23,0,198,199
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil book dari bedroom, kemudian move ke living room dan set it on the sofa; selanjutnya, go to bathroom and retrieve the toilet paper dispenser","Ambil book dari bedroom, kemudian move ke living room dan set it on the sofa; selanjutnya, go to bathroom and retrieve the toilet paper dispenser",3,3,23,4,298,295
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil towel dari bedroom, kemudian move ke bathroom and set it on the shelf; selanjutnya, go to kitchen and retrieve the pitcher","Ambil towel dari bedroom, kemudian move ke bathroom and set it on the shelf; selanjutnya, go to kitchen and retrieve the pitcher",3,3,23,5,169,165
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke living room dan set it on the pouffe; selanjutnya, go to bathroom and retrieve the towel","Ambil picture dari bedroom, kemudian move ke living room dan set it on the pouffe; selanjutnya, go to bathroom and retrieve the towel",3,3,23,3,241,239
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil plant dari bedroom, kemudian move ke bathroom dan set it on the towel; selanjutnya, go to kitchen and retrieve the plate","Ambil plant dari bedroom, kemudian move ke bathroom dan set it on the towel; selanjutnya, go to kitchen and retrieve the plate",3,3,22,0,176,177
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Pergi ke Hall dan pick up the soap; kemudian move ke Kitchen and place it on the shelf; setelah itu, go to the Office & Living room dan retrieve the glasses","Pergi ke Hall dan pick up the soap; kemudian move ke Kitchen and place it on the shelf; setelah itu, go to the Office & Living room dan retrieve the glasses",3,3,22,1,373,373
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke kitchen dan set it on the countertop; selanjutnya, go to bathroom and retrieve the towel bar","Ambil picture dari bedroom, kemudian move ke kitchen dan set it on the countertop; selanjutnya, go to bathroom and retrieve the towel bar",3,3,22,1,185,185
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil decorative plate dari bedroom, kemudian move ke bathroom and set it on the towel bar; selanjutnya, go to kitchen and retrieve the basket of fruits","Ambil decorative plate dari bedroom, kemudian move ke bathroom and set it on the towel bar; selanjutnya, go to kitchen and retrieve the basket of fruits",3,3,21,14,448,435
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil rug dari kitchen & living room, kemudian move ke bedroom and set it on the bed; selanjutnya, go to bathroom and retrieve the soap dispenser","Ambil rug dari kitchen & living room, kemudian move ke bedroom and set it on the bed; selanjutnya, go to bathroom and retrieve the soap dispenser",3,3,21,3,250,248
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil tablet dari living room, kemudian move ke kitchen dan set it on the oven and stove; selanjutnya, go to bedroom and retrieve bed cabinet","Ambil tablet dari living room, kemudian move ke kitchen dan set it on the oven and stove; selanjutnya, go to bedroom and retrieve bed cabinet",3,3,21,2,142,141
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke office and place it on the shelf; selanjutnya, go to bathroom and retrieve the toilet paper dispenser","Ambil picture dari bedroom, kemudian move ke office and place it on the shelf; selanjutnya, go to bathroom and retrieve the toilet paper dispenser",3,3,21,13,230,218
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil can dari kitchen, kemudian move ke bedroom dan set it on the wardrobe; selanjutnya, go to bathroom and retrieve the container","Ambil can dari kitchen, kemudian move ke bedroom dan set it on the wardrobe; selanjutnya, go to bathroom and retrieve the container",3,3,21,3,295,293
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke living room dan set it on the coffee table; selanjutnya, go to kitchen and retrieve the cutting board","Ambil picture dari bedroom, kemudian move ke living room dan set it on the coffee table; selanjutnya, go to kitchen and retrieve the cutting board",3,3,21,4,236,233
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil plush toy dari bedroom, kemudian move ke bathroom dan retrieve the toilet paper dispenser; selanjutnya, go to kitchen and pick up the basket of something","Ambil plush toy dari bedroom, kemudian move ke bathroom dan retrieve the toilet paper dispenser; selanjutnya, go to kitchen and pick up the basket of something",3,3,21,7,320,314
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil flower dari bedroom, kemudian move ke living room dan set it on the coffee table; selanjutnya, go to bathroom and retrieve the towel","Ambil flower dari bedroom, kemudian move ke living room dan set it on the coffee table; selanjutnya, go to bathroom and retrieve the towel",3,3,21,4,152,149
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and place it on the bed; setelah itu, go to the living room and retrieve the picture","Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and place it on the bed; setelah itu, go to the living room and retrieve the picture",3,3,21,6,250,245
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil box dari kitchen, kemudian move ke bedroom dan set it on the table; selanjutnya, go to bathroom and retrieve the washbasin","Ambil box dari kitchen, kemudian move ke bedroom dan set it on the table; selanjutnya, go to bathroom and retrieve the washbasin",3,3,21,8,298,291
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and place it on the bed; setelah itu, go to the kitchen and retrieve the kitchen countertop item","Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and place it on the bed; setelah itu, go to the kitchen and retrieve the kitchen countertop item",2,2,20,5,209,205
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil towel bar dari bathroom, kemudian move ke bedroom dan set it on the hanger; selanjutnya, go to kitchen and retrieve the paper towel","Ambil towel bar dari bathroom, kemudian move ke bedroom dan set it on the hanger; selanjutnya, go to kitchen and retrieve the paper towel",3,3,20,1,146,146
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil teapot dari kitchen, kemudian move ke bedroom dan set it on the cabinet; selanjutnya, go to bathroom and retrieve the bathroom accessory","Ambil teapot dari kitchen, kemudian move ke bedroom dan set it on the cabinet; selanjutnya, go to bathroom and retrieve the bathroom accessory",3,3,19,5,215,211
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke living room and place it on the shelf; selanjutnya, go to kitchen and retrieve the cabinet","Ambil picture dari bedroom, kemudian move ke living room and place it on the shelf; selanjutnya, go to kitchen and retrieve the cabinet",3,3,19,6,153,148
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil jug dari bedroom, kemudian move ke kitchen and place it on the counter; selanjutnya, go to bathroom and retrieve the soap dispenser","Ambil jug dari bedroom, kemudian move ke kitchen and place it on the counter; selanjutnya, go to bathroom and retrieve the soap dispenser",3,3,19,2,172,171
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke living room dan set it on the coffee table; selanjutnya, go to bathroom and retrieve the towel","Ambil picture dari bedroom, kemudian move ke living room dan set it on the coffee table; selanjutnya, go to bathroom and retrieve the towel",3,3,19,3,202,200
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil toy dari living room, kemudian move ke kitchen and place it neatly on the microwave; selanjutnya, go to bathroom and retrieve the towel from the towel bar","Ambil toy dari living room, kemudian move ke kitchen and place it neatly on the microwave; selanjutnya, go to bathroom and retrieve the towel from the towel bar",3,3,19,6,192,187
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bathroom, kemudian move ke bedroom and set it on the cabinet; selanjutnya, go to laundry room and retrieve the basket","Ambil picture dari bathroom, kemudian move ke bedroom and set it on the cabinet; selanjutnya, go to laundry room and retrieve the basket",3,3,19,3,166,164
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil book dari bedroom, kemudian move ke kitchen dan set it on the countertop; selanjutnya, go to bathroom and retrieve the towel","Ambil book dari bedroom, kemudian move ke kitchen dan set it on the countertop; selanjutnya, go to bathroom and retrieve the towel",3,3,19,9,173,165
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke kitchen dan set it on the microwave; selanjutnya, go to bathroom and retrieve the showerhead","Ambil picture dari bedroom, kemudian move ke kitchen dan set it on the microwave; selanjutnya, go to bathroom and retrieve the showerhead",3,3,19,0,139,140
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil flower dari kitchen, kemudian move ke bedroom dan set it on the bedside cabinet; selanjutnya, go to bathroom and retrieve the towel","Ambil flower dari kitchen, kemudian move ke bedroom dan set it on the bedside cabinet; selanjutnya, go to bathroom and retrieve the towel",3,3,18,8,159,152
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil chandelier dari bedroom, kemudian move ke living room dan set it on the table; selanjutnya, go to bathroom and retrieve the towel bar","Ambil chandelier dari bedroom, kemudian move ke living room dan set it on the table; selanjutnya, go to bathroom and retrieve the towel bar",3,3,17,5,139,135
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil vase dari kitchen, kemudian move ke bedroom dan set it on the nightstand; selanjutnya, go to bathroom and retrieve bidet","Ambil vase dari kitchen, kemudian move ke bedroom dan set it on the nightstand; selanjutnya, go to bathroom and retrieve bidet",3,3,17,6,176,171
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil toilet brush dari bathroom, kemudian move ke laundry room & kitchen dan set it on the bottle of detergent; selanjutnya, go to bedroom and retrieve the picture","Ambil toilet brush dari bathroom, kemudian move ke laundry room & kitchen dan set it on the bottle of detergent; selanjutnya, go to bedroom and retrieve the picture",3,3,17,0,216,217
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil smoke detector dari bedroom, kemudian move ke bathroom dan set it on the washbasin; selanjutnya, go to kitchen and retrieve the painting","Ambil smoke detector dari bedroom, kemudian move ke bathroom dan set it on the washbasin; selanjutnya, go to kitchen and retrieve the painting",3,3,17,5,165,161
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil painting dari bedroom ke living room, kemudian move ke bathroom and retrieve the sink; selanjutnya, go to kitchen and place it neatly on the cabinet","Ambil painting dari bedroom ke living room, kemudian move ke bathroom and retrieve the sink; selanjutnya, go to kitchen and place it neatly on the cabinet",3,3,17,6,235,230
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil plush toy dari bedroom, kemudian move ke kitchen and place it on the counter; selanjutnya, go to bathroom and retrieve the towel","Ambil plush toy dari bedroom, kemudian move ke kitchen and place it on the counter; selanjutnya, go to bathroom and retrieve the towel",3,3,17,16,165,150
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil photo dari bedroom, kemudian move ke living room dan set it on the cabinet; selanjutnya, go to bathroom and retrieve the toilet brush","Ambil photo dari bedroom, kemudian move ke living room dan set it on the cabinet; selanjutnya, go to bathroom and retrieve the toilet brush",3,3,17,3,321,319
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil photo dari bedroom, kemudian move ke kitchen dan set it on the worktop; selanjutnya, go to bathroom and retrieve the toilet brush","Ambil photo dari bedroom, kemudian move ke kitchen dan set it on the worktop; selanjutnya, go to bathroom and retrieve the toilet brush",3,3,17,3,269,267
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil book dari bedroom, kemudian move ke kitchen and place it on the fridge; selanjutnya, go to bathroom and retrieve the soap dispenser","Ambil book dari bedroom, kemudian move ke kitchen and place it on the fridge; selanjutnya, go to bathroom and retrieve the soap dispenser",3,3,17,12,226,215
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil photo dari bedroom, kemudian move ke living room dan set it on the game board; selanjutnya, go to bathroom and retrieve the toilet brush","Ambil photo dari bedroom, kemudian move ke living room dan set it on the game board; selanjutnya, go to bathroom and retrieve the toilet brush",3,3,17,3,377,375
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari living room, kemudian move ke bedroom dan set it on the drawer; selanjutnya, go to bathroom and retrieve the towel bar","Ambil picture dari living room, kemudian move ke bedroom dan set it on the drawer; selanjutnya, go to bathroom and retrieve the towel bar",3,3,16,5,186,182
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Pergi ke laundry room dan pick up the washer-dryer; kemudian move ke bedroom and place it on the nightstand; setelah itu, go to bathroom and retrieve the hook","Pergi ke laundry room dan pick up the washer-dryer; kemudian move ke bedroom and place it on the nightstand; setelah itu, go to bathroom and retrieve the hook",3,3,15,3,139,137
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil towel dari bathroom, kemudian move ke bedroom dan set it on the bed; selanjutnya, go to rec room and retrieve the pool stick","Ambil towel dari bathroom, kemudian move ke bedroom dan set it on the bed; selanjutnya, go to rec room and retrieve the pool stick",3,3,15,0,259,260
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Pergi ke bedroom dan pick up the lamp; kemudian move ke living room and place it on the sofa chair; setelah itu, go to the kitchen and retrieve the fan","Pergi ke bedroom dan pick up the lamp; kemudian move ke living room and place it on the sofa chair; setelah itu, go to the kitchen and retrieve the fan",3,3,15,6,189,184
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil control dari living room, kemudian move ke bedroom dan set it on the desk chair; selanjutnya, go to office and retrieve the keyboard","Ambil control dari living room, kemudian move ke bedroom dan set it on the desk chair; selanjutnya, go to office and retrieve the keyboard",3,3,15,4,130,127
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil soap dispenser dari bathroom, kemudian move ke bedroom dan set it on the bedside lamp; selanjutnya, go to laundry room and retrieve the box","Ambil soap dispenser dari bathroom, kemudian move ke bedroom dan set it on the bedside lamp; selanjutnya, go to laundry room and retrieve the box",3,3,15,6,154,149
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil towel dari bathroom, kemudian move ke bedroom and set it on the wardrobe; selanjutnya, go to laundry room and retrieve the basket of something","Ambil towel dari bathroom, kemudian move ke bedroom and set it on the wardrobe; selanjutnya, go to laundry room and retrieve the basket of something",3,3,15,3,224,222
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil drawer dari living room, kemudian move ke kitchen dan set it on the countertop; selanjutnya, go to bathroom and retrieve the toilet paper","Ambil drawer dari living room, kemudian move ke kitchen dan set it on the countertop; selanjutnya, go to bathroom and retrieve the toilet paper",3,3,15,2,123,122
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil candle dari bedroom, kemudian move ke bathroom dan set it on the tap; selanjutnya, go to kitchen and retrieve the plate","Ambil candle dari bedroom, kemudian move ke bathroom dan set it on the tap; selanjutnya, go to kitchen and retrieve the plate",3,3,15,4,158,155
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil photo dari bedroom, kemudian move ke bathroom dan retrieve the soap bottle; selanjutnya, go to living room and place it neatly on the coffee table","Ambil photo dari bedroom, kemudian move ke bathroom dan retrieve the soap bottle; selanjutnya, go to living room and place it neatly on the coffee table",3,3,15,2,213,212
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke laundry room dan set it on the washing machine; selanjutnya, go to bathroom and retrieve the liquid soap","Ambil picture dari bedroom, kemudian move ke laundry room dan set it on the washing machine; selanjutnya, go to bathroom and retrieve the liquid soap",3,3,15,13,141,129
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke kitchen dan set it on the rack; selanjutnya, go to bathroom and retrieve the towel","Ambil picture dari bedroom, kemudian move ke kitchen dan set it on the rack; selanjutnya, go to bathroom and retrieve the towel",2,2,15,45,195,151
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke kitchen dan set it on the stove; selanjutnya, go to bathroom and retrieve the stack of towels","Ambil picture dari bedroom, kemudian move ke kitchen dan set it on the stove; selanjutnya, go to bathroom and retrieve the stack of towels",3,3,15,14,336,323
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil photo dari bedroom, kemudian move ke bathroom dan retrieve the toilet paper; selanjutnya, go to kitchen and place it neatly on the worktop","Ambil photo dari bedroom, kemudian move ke bathroom dan retrieve the toilet paper; selanjutnya, go to kitchen and place it neatly on the worktop",3,3,15,3,257,255
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil towel dari bathroom, kemudian move ke bedroom dan set it on the pouffe; selanjutnya, go to office and retrieve the flower vase","Ambil towel dari bathroom, kemudian move ke bedroom dan set it on the pouffe; selanjutnya, go to office and retrieve the flower vase",3,3,15,13,177,165
3,/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Berpindah ke bedroom dan pick up the coffee machine lalu place it on the table; kemudian move to bathroom and retrieve the towel from there,Berpindah ke bedroom dan pick up the coffee machine lalu place it on the table; kemudian move to bathroom and retrieve the towel from there,3,3,14,1,177,177
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil tissue box dari bedroom, kemudian move ke kitchen dan set it on the countertop; selanjutnya, go to bathroom and retrieve the towel bar","Ambil tissue box dari bedroom, kemudian move ke kitchen dan set it on the countertop; selanjutnya, go to bathroom and retrieve the towel bar",2,2,14,9,128,120
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil tissue box dari living room, kemudian move ke bathroom dan set it on the mat; selanjutnya, go to bedroom and retrieve the hanger","Ambil tissue box dari living room, kemudian move ke bathroom dan set it on the mat; selanjutnya, go to bedroom and retrieve the hanger",2,2,14,15,125,111
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil drawer dari living room, kemudian move ke kitchen and place it neatly on the countertop; selanjutnya, go to bedroom and retrieve the bed cabinet lamp","Ambil drawer dari living room, kemudian move ke kitchen and place it neatly on the countertop; selanjutnya, go to bedroom and retrieve the bed cabinet lamp",2,2,14,2,112,111
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil painting dari bedroom, kemudian move ke kitchen dan set it on the dining chair; selanjutnya, go to bathroom and retrieve the bath towel","Ambil painting dari bedroom, kemudian move ke kitchen dan set it on the dining chair; selanjutnya, go to bathroom and retrieve the bath towel",3,3,13,1,132,132
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil jar dari bedroom, kemudian move ke bathroom dan set it on the bathroom shelf; selanjutnya, go to office and retrieve the picture from there","Ambil jar dari bedroom, kemudian move ke bathroom dan set it on the bathroom shelf; selanjutnya, go to office and retrieve the picture from there",3,3,13,1,162,162
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil book dari living room, kemudian move ke tie area and place it on the side table; selanjutnya, go to bedroom and retrieve the hair dryer","Ambil book dari living room, kemudian move ke tie area and place it on the side table; selanjutnya, go to bedroom and retrieve the hair dryer",3,3,13,2,170,169
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Berpindah ke kitchen dan pick up the paper from there; kemudian move to bedroom and place it near the wardrobe; terakhir, move to bathroom and retrieve the box of tissue from there","Berpindah ke kitchen dan pick up the paper from there; kemudian move to bedroom and place it near the wardrobe; terakhir, move to bathroom and retrieve the box of tissue from there",3,3,13,0,74,75
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil towel dari bathroom, kemudian move ke bedroom and set it on the bed; selanjutnya, go to kitchen and retrieve the magazine","Ambil towel dari bathroom, kemudian move ke bedroom and set it on the bed; selanjutnya, go to kitchen and retrieve the magazine",3,3,13,7,172,166
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil ornament dari living room, kemudian move ke bedroom dan set it on the bedside cabinet; selanjutnya, go to bathroom and retrieve the towel","Ambil ornament dari living room, kemudian move ke bedroom dan set it on the bedside cabinet; selanjutnya, go to bathroom and retrieve the towel",3,3,13,8,155,148
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil towel dari bathroom, kemudian move ke bedroom and set it on the bed; selanjutnya, go to laundry room and retrieve the storage bin","Ambil towel dari bathroom, kemudian move ke bedroom and set it on the bed; selanjutnya, go to laundry room and retrieve the storage bin",3,3,13,6,152,147
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil plate dari kitchen, kemudian move ke bedroom and set it on the drawer; selanjutnya, go to bathroom and retrieve the towel bar","Ambil plate dari kitchen, kemudian move ke bedroom and set it on the drawer; selanjutnya, go to bathroom and retrieve the towel bar",3,3,13,5,162,158
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil toy dari bedroom, kemudian move ke bathroom dan set it on the towel; selanjutnya, go to kitchen and retrieve the microwave","Ambil toy dari bedroom, kemudian move ke bathroom dan set it on the towel; selanjutnya, go to kitchen and retrieve the microwave",3,3,13,3,158,156
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil painting dari living room, kemudian move ke bedroom dan set it on the dresser; selanjutnya, go to kitchen and retrieve the cup","Ambil painting dari living room, kemudian move ke bedroom dan set it on the dresser; selanjutnya, go to kitchen and retrieve the cup",3,3,13,6,180,175
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil basket dari bedroom, kemudian move ke laundry room dan set it on the washing machine; selanjutnya, go to bathroom and retrieve the bath towel","Ambil basket dari bedroom, kemudian move ke laundry room dan set it on the washing machine; selanjutnya, go to bathroom and retrieve the bath towel",3,3,13,1,174,174
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke kitchen and place it on the stove; selanjutnya, go to bathroom and retrieve the towel ring","Ambil picture dari bedroom, kemudian move ke kitchen and place it on the stove; selanjutnya, go to bathroom and retrieve the towel ring",3,3,13,3,125,123
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke living room dan set it on the l-shaped sofa; selanjutnya, go to bathroom and retrieve the storage box","Ambil picture dari bedroom, kemudian move ke living room dan set it on the l-shaped sofa; selanjutnya, go to bathroom and retrieve the storage box",3,3,13,3,162,160
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil box dari bedroom ke living room, kemudian move ke kitchen and place it neatly on the shelf; selanjutnya, go to laundry room and retrieve the picture","Ambil box dari bedroom ke living room, kemudian move ke kitchen and place it neatly on the shelf; selanjutnya, go to laundry room and retrieve the picture",3,3,13,14,194,181
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil vase dari bedroom, kemudian move ke dining room and place it on the cabinet; selanjutnya, go to kitchen and retrieve the soap dispenser","Ambil vase dari bedroom, kemudian move ke dining room and place it on the cabinet; selanjutnya, go to kitchen and retrieve the soap dispenser",3,3,13,23,197,175
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke kitchen dan set it on the cabinet; selanjutnya, go to bathroom and retrieve the towel","Ambil picture dari bedroom, kemudian move ke kitchen dan set it on the cabinet; selanjutnya, go to bathroom and retrieve the towel",3,3,13,6,139,134
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil painting dari rec room, kemudian move ke kitchen dan set it on the table; selanjutnya, go to bathroom and retrieve the shower hose","Ambil painting dari rec room, kemudian move ke kitchen dan set it on the table; selanjutnya, go to bathroom and retrieve the shower hose",3,3,13,17,307,291
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil cushion dari bedroom, kemudian move ke living room and place it on the table; selanjutnya, go to kitchen and retrieve the coffee machine","Ambil cushion dari bedroom, kemudian move ke living room and place it on the table; selanjutnya, go to kitchen and retrieve the coffee machine",3,3,13,6,129,124
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil purse dari office, kemudian move ke tie area dan set it on the seat; selanjutnya, go to kitchen and retrieve the bowl","Ambil purse dari office, kemudian move ke tie area dan set it on the seat; selanjutnya, go to kitchen and retrieve the bowl",3,3,13,24,136,113
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil photo dari bedroom, kemudian move ke kitchen dan set it on the dishwasher; selanjutnya, go to bathroom and retrieve the towel","Ambil photo dari bedroom, kemudian move ke kitchen dan set it on the dishwasher; selanjutnya, go to bathroom and retrieve the towel",3,3,13,4,111,108
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil box dari bedroom, kemudian move ke bathroom dan set it on the countertop; selanjutnya, go to laundry room and retrieve the blanket","Ambil box dari bedroom, kemudian move ke bathroom dan set it on the countertop; selanjutnya, go to laundry room and retrieve the blanket",3,3,12,6,159,154
3,/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Berpindah ke bedroom dan pick up the lamp lalu place it on the desk chair; kemudian move to bathroom and retrieve the towel from there,Berpindah ke bedroom dan pick up the lamp lalu place it on the desk chair; kemudian move to bathroom and retrieve the towel from there,3,3,12,1,189,189
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil bowl of fruit dari kitchen, kemudian move ke bedroom and place it on the nightstand; selanjutnya, go to bathroom and retrieve toilet paper","Ambil bowl of fruit dari kitchen, kemudian move ke bedroom and place it on the nightstand; selanjutnya, go to bathroom and retrieve toilet paper",2,2,12,44,115,72
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil stuffed animal dari bedroom, kemudian move ke kitchen dan set it on the fridge; selanjutnya, go to bathroom and retrieve the washbasin","Ambil stuffed animal dari bedroom, kemudian move ke kitchen dan set it on the fridge; selanjutnya, go to bathroom and retrieve the washbasin",2,2,12,6,103,98
